Name,STN,pVal
AT3G18680.1,0.6456,0.088
AT1G33040.1,0.6456,0.088
AT2G18710.1,0.6456,0.088
AT4G34830.1,0.6456,0.088
AT4G12650.1,0.6456,0.088
AT1G71730.1,0.6456,0.088
AT2G45060.1,0.6456,0.088
AT5G49720.1,0.6456,0.088
AT4G19210.1,0.6456,0.088
AT2G17200.1,0.6456,0.088
AT4G10060.1,0.6456,0.088
AT1G02475.1,0.6456,0.088
AT1G64980.1,0.6456,0.088
AT5G45170.1,0.6456,0.088
AT3G18600.1,0.6456,0.088
AT3G02260.1,0.6456,0.088
AT3G16370.1,-0.6456,0.0913
AT5G45620.1,-0.6456,0.0913
AT5G63980.1,-0.6456,0.0913
AT1G26340.1,-0.6456,0.0913
AT5G13710.1,-0.6456,0.0913
AT4G26555.1,-0.6456,0.0913
AT3G51000.1,-0.6456,0.0913
AT4G02840.1,-0.6456,0.0913
AT2G39080.1,-0.6456,0.0913
AT4G11260.1,-0.6456,0.0913
AT3G56010.1,-0.6456,0.0913
AT5G55940.1,-0.6456,0.0913
AT1G74960.1,-0.6456,0.0913
AT2G29960.1,-0.6456,0.0913
AT3G13490.1,-0.6456,0.0913
AT1G79560.1,-0.6456,0.0913
AT1G10670.1,-0.6456,0.0913
AT2G31750.1,-0.6456,0.0913
AT2G44870.1,-0.6456,0.0913
AT3G08590.1,-0.6446,0.0922
AT5G03290.1,-0.6426,0.0923
AT2G25060.1,0.6407,0.0928
AT5G63510.1,0.6407,0.0928
AT1G79870.1,-0.6407,0.0938
AT5G38520.1,-0.6407,0.0938
AT4G30720.1,-0.6407,0.0938
AT5G58710.1,-0.6407,0.0938
AT4G34350.1,-0.6407,0.0938
AT1G52000.1,-0.6407,0.0938
AT5G55480.1,0.64,0.0939
AT5G44130.1,0.64,0.0939
AT5G16660.1,0.64,0.0939
AT2G16950.1,0.64,0.0939
AT2G45180.1,-0.64,0.0945
AT5G04740.1,-0.64,0.0945
AT4G33760.1,-0.64,0.0945
AT5G66680.1,-0.64,0.0945
AT3G12930.1,-0.639,0.0952
AT5G10450.1,-0.6383,0.0952
sum43,-0.6375,0.0953
AT5G08650.1,0.633,0.096
AT5G03630.1,-0.633,0.0964
AT1G10760.1,0.6315,0.0966
AT1G15140.1,0.6307,0.0967
AT3G46010.1,0.625,0.0979
