AC147602.5_FGP003	x	AC147602.5_FTG003	433	5641.543133	13754.78255	12452.51716	43.68632258	569.1876978	1387.750272	1256.361851		0	0.000730536	0.002256615	0.003352649	0	0.000897552	0.002780376	0.003723985
AC148152.3_FGP005	x	AC148152.3_FTG005	1488	512.9714189	221.2705468	155.6122564	96.26825913	33.1874096	14.31541017	10.06755445		0.000199869	0.000198603	0	0	0.000331829	0.000337143	0	0
AC149475.2_FGP003	x	AC149475.2_FTG003	1196.166667	332.2699057	198.2215315	139.9920867	105.7731361	29.38154934	17.52808668	12.37904587		0.001107191	0.000665084	0.000193999	0.000261584	0.001220494	0.000760689	0.000234654	0.000282949
AC149475.2_FGP007	x	AC149475.2_FTG007	336.5	35.9879726	9.915425447	16.79905041	34.10044752	3.646971682	1.004815587	1.70239268		0.000191698	5.28821E-05	0	0	0.000107481	3.12578E-05	0	0
AC149818.2_FGP004	x	AC149818.2_FTG004	240.8333333	4.379488728	0.521864497	1.915681188	62.6783238	1.139788288	0.135818375	0.498567553		0.000836831	0	0	0	0.000399651	0	0	0
AC155622.2_FGP001	x	AC155622.2_FTG001	946.8666667	323.0729794	138.9812134	120.1132104	54.48653684	18.59092564	7.997541015	6.91179983		0.000162896	3.42474E-05	0	0	0.000237568	5.31383E-05	0	0
AC186319.4_FGP002	x	AC186319.4_FTG002	1089	419.2884426	266.9336903	249.3332745	67.59039161	26.02375577	16.5676333	15.47523753		0.000197104	0.000103038	0	0	0.000338087	0.000185316	0	0
AC188023.3_FGP005	x	AC188023.3_FTG005	480	273.6228393	142.2080755	142.3498482	72.32377702	41.2279942	21.42713571	21.44849725		0	0	0	0.000103804	0	0	0	6.49407E-05
AC190609.3_FGP002	x	AC190609.3_FTG002	2081.95	1396.200048	293.0269152	347.7698155	681.1703009	456.8073232	95.87225053	113.7829774		0.001295047	0.00071803	0.001175401	0	0.00035245	0.000195925	0.000338398	0
AC190628.4_FGP007	x	AC190628.4_FTG007	672.5	674.3460579	351.4757389	251.5436759	17.34453943	17.39215136	9.064958828	6.487597331		0	0	1.14454E-05	0	0	0	4.15317E-05	0
AC191387.3_FGP009	x	AC191387.3_FTG009	1094.5	1035.653878	788.5372553	905.3804011	65.27817296	61.76847234	47.02994184	53.99870116		0	4.20824E-05	4.31683E-05	0	0	6.02845E-05	6.5159E-05	0
AC192244.3_FGP001	x	AC192244.3_FTG001	1561.5	262.7693237	154.7328234	257.7327997	156.8521914	26.39509719	15.54286419	25.88917991		0.000866004	0.001141178	0.000202857	4.4786E-05	0.000777397	0.001035993	0.000192616	3.99425E-05
AC194341.4_FGP002	x	AC194341.4_FTG002	1145.1	435.721046	254.0871259	365.5414425	213.2169626	81.13100863	47.31087699	68.06360675		0.000381173	0	7.02049E-05	0	0.000231788	0	4.43931E-05	0
AC194914.3_FGP002	x	AC194914.3_FTG002	559.5	86.82812436	62.62373967	137.0448849	60.159461	9.336073568	6.733530696	14.73556106		3.93112E-05	0	0	0	2.9217E-05	0	0	0
AC194970.5_FGP001	x	AC194970.5_FTG001	1133	1616.602579	929.7016018	782.0400047	70.51240706	100.6094784	57.86010397	48.67036465		0.000205916	0	0	0.000197722	0.00019478	0	0	0.000173175
AC194970.5_FGP009	x	AC194970.5_FTG009	908.5	62.83614263	22.70110563	48.62883014	43.4383047	3.004397919	1.085412816	2.32510065		0.000122997	0	0	0	0.000221219	0	0	0
AC195340.3_FGP001	x	AC195340.3_FTG001	20882.83333	5696.134411	1950.703397	2420.61054	1060.464976	289.2591702	99.05995984	122.9226254		0.000607737	0.000603821	0	3.93197E-05	0.00091882	0.000947681	0	5.41172E-05
AC196125.3_FGP002	x	AC196125.3_FTG002	1505	269.6241756	89.58673871	282.9313753	242.7345544	43.48644794	14.44903462	45.63270521		0.000456844	0.000120873	0	0	0.000221219	6.25156E-05	0	0
AC196292.3_FGP004	x	AC196292.3_FTG004	97.3202381	64.71306637	145.6747468	157.9489664	9.134752514	6.074151247	13.67344332	14.82553625		0.000228055	0	0	0	0.000237568	0	0	0
AC196426.3_FGP007	x	AC196426.3_FTG007	713.8333333	743.9418463	471.7655055	368.8423086	21.94441462	22.87	14.50285014	11.33882123		3.48542E-05	0	0	0	0.000107481	0	0	0
AC196475.3_FGP004	x	AC196475.3_FTG004	3947	10699.28138	769.7501334	791.3236904	247.6610507	671.3441265	48.29924672	49.65291528		0.00026154	0.002783654	0.000272208	2.64645E-05	0.000400354	0.004256731	0.000432486	3.99425E-05
AC199526.5_FGP002	x	AC199526.5_FTG002	9767.5	6030.365567	1486.009156	1322.85154	566.3302679	349.6471509	86.16042624	76.70037032		0.000685825	0.001571437	0.000412876	8.15106E-05	0.000945049	0.002170569	0.000603338	0.000111839
AC202439.3_FGP003	x	AC202439.3_FTG003	77	388.441609	188.6540157	127.7611992	6.483436629	32.70696826	15.88475787	10.75755375		0	3.02183E-05	0.000137345	0.000197722	0	3.12578E-05	0.000145361	0.000173175
AC202439.3_FGP005	x	AC202439.3_FTG005	3045	949.3969914	1723.718434	2243.11531	197.5586459	61.59657931	111.8343119	145.5326185		0	0	9.69492E-05	0.000102744	0	0	0.000124595	0.000119827
