Protein	A_1	A_2	A_3	B_1	B_2	B_3	xbar(A)	s(A)	xbar(B)	s(B)	STN	pValue
ATCG00170.1	0.0	0.0	0.0	0.000295857988166	0.000530848177421	0.00022195094884	0.000020974914	0.000042953678	0.000349552371	0.000146673893	1.732751496316	0.004142477406
AT3G15730.1	0.000756658595642	0.00053979025293	0.000629247420086	0.00184911242604	0.00106169635484	0.00144268116746	0.000641898756	0.000189363404	0.001451163316	0.000287549863	1.696879949677	0.004392238171
AT3G10060.1	0.000302663438257	0.000308451573103	0.00044047319406	7.39644970414e-05	0.0	0.0	0.000350529402	0.000146835833	0.000024654832	0.000047254416	-1.678984758367	0.004598617757
ATCG00140.1	0.000302663438257	0.000848241826033	0.000818021646111	0.000887573964497	0.00188746018639	0.00160914437909	0.000656308970	0.000191276494	0.001461392843	0.000288732724	1.677225861476	0.004664008506
AT4G31990.1	0.000983656174334	0.00107958050586	0.0007362194815	0.00192307692308	0.00188746018639	0.00181999778049	0.000933152054	0.000226323376	0.001876844963	0.000336468609	1.676805879612	0.004665603402
AT5G15450.1	0.0	0.000385564466379	0.000377548452051	0.000813609467456	0.000471865046597	0.00119853512374	0.000254370973	0.000129698790	0.000828003213	0.000213325680	1.672277896681	0.004703561935
AT1G14150.1	0.000378329297821	7.71128932758e-05	0.000503397936068	0.0	0.0	5.54877372101e-05	0.000319613376	0.000141607557	0.000018495912	0.000039727332	-1.660559996948	0.004706645401
sum85	0.00310230024213	0.00246761258482	0.00302038761641	0.00177514792899	0.00182847705556	0.00127621795583	0.002863433481	0.000450308406	0.001626614313	0.000307771520	-1.631515524611	0.004993514088
AT1G74040.1	0.0	0.0	0.000314623710043	0.000332840236686	0.000825763831544	0.000471645766286	0.000104874570	0.000092686833	0.000543416612	0.000175932988	1.632575133035	0.005060074428
AT1G67090.1	0.0109034503632	0.0110965453424	0.00685879687893	0.00619082840237	0.00614014391884	0.00566529796915	0.009619597528	0.001390782127	0.005998756763	0.000845618793	-1.619048146865	0.005096863371
AT4G10340.1	0.00779358353511	0.00771128932758	0.00943871130128	0.00695266272189	0.00489559985844	0.00377316613029	0.008314528055	0.001182360400	0.005207142904	0.000739709793	-1.616686613447	0.005108771930
sum82	0.0	0.0	0.000251698968034	0.000295857988166	0.000471865046597	0.000721340583731	0.000083899656	0.000084811393	0.000496354539	0.000169246210	1.623469945523	0.005144816587
AT1G76080.1	0.000151331719128	0.000154225786552	0.000251698968034	0.00051775147929	0.000884746962369	0.000665852846521	0.000185752158	0.000115203460	0.000689450429	0.000195633987	1.620455569299	0.005163742690
AT3G04550.1	0.000151331719128	0.000154225786552	0.000125849484017	0.000665680473373	0.000471865046597	0.000665852846521	0.000143802330	0.000104625484	0.000601132789	0.000183884399	1.585146600925	0.005671132376
sum74	0.0	0.0	0.0	0.000295857988166	0.000117966261649	0.000499389634891	0.000020974914	0.000042953678	0.000304404628	0.000138948803	1.558141001132	0.006214566720
AT5G42390.1	0.000453995157385	0.000462677359655	0.000503397936068	0.0012573964497	0.000707797569895	0.00138719343025	0.000473356818	0.000165899713	0.001117462483	0.000248510200	1.554271860292	0.006263476874
AT1G52000.1	0.0	7.71128932758e-05	0.000125849484017	0.000443786982249	0.000294915654123	0.000554877372101	0.000067654126	0.000077567971	0.000431193336	0.000159605730	1.532797307374	0.007010951621
AT3G14210.1	0.00249697336562	0.00347008019741	0.00283161339039	0.00569526627219	0.00460068420432	0.00366219065587	0.002932888984	0.000458442597	0.004652713711	0.000668146689	1.526576497667	0.007084848485
AT1G03890.1	0.0	0.000848241826033	0.0	0.0	0.0	0.0	0.000282747275	0.000135048099	0.000018495912	0.000039727332	-1.511947998101	0.007372674110
AT4G33090.1	0.000151331719128	0.00053979025293	0.000755096904103	0.00133136094675	0.000884746962369	0.0011097547442	0.000482072959	0.000167174679	0.001108620884	0.000247459221	1.511087070050	0.007446358320
AT5G37510.1	0.0	0.000385564466379	0.000503397936068	0.00110946745562	0.000589831308246	0.000776828320941	0.000296320801	0.000137509430	0.000825375695	0.000212996779	1.509402345435	0.007486124402
AT5G46580.1	0.0	0.0	0.000251698968034	0.000221893491124	0.000707797569895	0.000443901897681	0.000083899656	0.000084811393	0.000457864320	0.000163612327	1.505350063431	0.007534290271
AT3G19170.1	0.00242130750605	0.00300740283775	0.00245406493833	0.00465976331361	0.00430576855019	0.00355121518144	0.002627591761	0.000422837395	0.004172249015	0.000607784221	1.498762716931	0.007624986709
ATCG00350.1	0.00317796610169	0.00293028994448	0.0037125597785	0.00207100591716	0.00188746018639	0.00205304627677	0.003273605275	0.000498670718	0.002003837460	0.000351015219	-1.494396647263	0.007629027113
AT5G26000.1	0.00522094430993	0.00562924120913	0.00688396677574	0.00813609467456	0.00884746962369	0.0102374875153	0.005911384098	0.000833707741	0.009073683938	0.001301914439	1.480739368629	0.007974056353
ATCG00120.1	0.0138392857143	0.0227097470697	0.0126856279889	0.00870562130178	0.0103987259644	0.0115469981134	0.016411553591	0.002711245833	0.010217115127	0.001490870379	-1.474123549076	0.008031578947
AT1G80560.1	0.0	0.0	0.0	0.000332840236686	0.0	0.000499389634891	0.000020974914	0.000042953678	0.000277409957	0.000134063979	1.448641040948	0.008817543860
sum31	0.00302663438257	0.00361659469463	0.00333501132645	0.00576183431953	0.00442373481184	0.00508822550216	0.003326080135	0.000504917665	0.005091264878	0.000724578817	1.435697271341	0.009051461988
AT2G43750.1	0.002950968523	0.00262183837138	0.00377548452051	0.00199704142012	0.00159254453226	0.0022195094884	0.003116097138	0.000480004052	0.001936365147	0.000343286106	-1.432948007182	0.009051568315
AT5G35630.1	0.00310230024213	0.0076341764343	0.00314623710043	0.00355029585799	0.00270732570485	0.00276328931306	0.004627571259	0.000664950633	0.003006970292	0.000467142280	-1.431508799664	0.009055502392
ATCG00480.1	0.0224803268765	0.0286628624306	0.0180656934307	0.0140384615385	0.0145570366875	0.012529131062	0.023069627579	0.004426190829	0.013708209763	0.002136570716	-1.426444912233	0.009180329612
AT1G06950.1	0.00249697336562	0.00215916101172	0.00251698968034	0.00436390532544	0.0038339035036	0.00305182554655	0.002391041353	0.000395485516	0.003749878125	0.000555916908	1.428246069620	0.009186390218
AT5G52640.1	0.0	0.0	0.0	0.0	0.000300813967205	0.000516035956054	0.000020974914	0.000042953678	0.000272283308	0.000133109527	1.427376004347	0.009204572036
ATCG00540.1	0.00242130750605	0.00246761258482	0.0022023659703	0.00140532544379	0.00153356140144	0.00127621795583	0.002363762020	0.000392342170	0.001405034934	0.000282208415	-1.421282714683	0.009285486443
AT5G51110.1	0.000151331719128	0.000154225786552	0.000125849484017	0.000665680473373	0.000353898784948	0.000610365109311	0.000143802330	0.000104625484	0.000543314789	0.000175918733	1.424062359518	0.009288569910
AT1G77090.1	0.000378329297821	0.000385564466379	0.000251698968034	7.39644970414e-05	0.0	5.54877372101e-05	0.000338530911	0.000144832836	0.000043150745	0.000063354502	-1.418819076617	0.009313769272
AT5G02120.1	0.000151331719128	0.0	0.0	0.000443786982249	0.000353898784948	0.00027743868605	0.000050443906	0.000068159134	0.000358374818	0.000148128993	1.423706960955	0.009315151515
AT1G64790.1	0.00090799031477	0.000694016039482	0.00138434432419	0.00155325443787	0.00182847705556	0.00199755853956	0.000995450226	0.000233894979	0.001793096678	0.000326873661	1.422416294458	0.009323232323
AT3G25530.1	0.00090799031477	0.000231338679827	0.000818021646111	0.0012573964497	0.00106169635484	0.00160914437909	0.000652450214	0.000190765348	0.001309412395	0.000271089784	1.422442093649	0.009323232323
AT4G27440.1	0.00166464891041	0.00185070943862	0.00192549710546	0.00051775147929	0.00102040816327	0.00149816890467	0.001813618485	0.000329225307	0.001012109516	0.000235906017	-1.418270294766	0.009324401914
AT3G03710.1	0.000151331719128	0.000231338679827	0.000314623710043	0.000813609467456	0.000530848177421	0.000721340583731	0.000232431370	0.000125339684	0.000688599410	0.000195522794	1.421693316243	0.009330994152
AT1G75280.1	0.000453995157385	0.000385564466379	0.000377548452051	0.0	0.0	0.00022195094884	0.000405702692	0.000155685808	0.000073983650	0.000080539850	-1.404246451236	0.009654864434
sum1	0.000484261501211	0.000246761258482	0.000188774226026	0.00102071005917	0.000660611065235	0.000710243036289	0.000306598995	0.000139336296	0.000797188054	0.000209454032	1.406544332994	0.009656778309
AT5G65430.1	0.000151331719128	0.000231338679827	0.000383840926252	0.0	0.0	0.0	0.000255503775	0.000129918191	0.000018495912	0.000039727332	-1.397077026101	0.009747049442
AT5G16130.1	0.000870157384988	0.000740283775447	0.00107601308835	0.000591715976331	0.000353898784948	0.000183109532793	0.000895484750	0.000221701699	0.000376241431	0.000151028624	-1.393080426558	0.009810101010
AT5G43940.1	0.000151331719128	0.000385564466379	0.000377548452051	0.000591715976331	0.000825763831544	0.000943291532571	0.000304814879	0.000139021350	0.000786923780	0.000208157187	1.388648344177	0.009917065391
AT4G36810.1	0.000453995157385	0.00053979025293	0.000566322678077	7.39644970414e-05	0.000117966261649	0.00022195094884	0.000520036029	0.000172636330	0.000137960569	0.000102994464	-1.386185684035	0.009920893142
AT5G17170.1	0.000226997578692	0.000385564466379	0.000503397936068	7.39644970414e-05	0.0	0.00011097547442	0.000371986660	0.000150343586	0.000061646657	0.000074531925	-1.380052465442	0.010019138756
sum2	0.000544794188862	0.000308451573103	0.000553737729675	0.000828402366864	0.00113247611183	0.0011097547442	0.000468994497	0.000165258438	0.001023544408	0.000237283307	1.377620874587	0.010129824561
AT1G20950.1	0.000151331719128	0.000231338679827	0.000566322678077	0.0	0.000117966261649	0.0	0.000316331026	0.000141038948	0.000039322087	0.000060559627	-1.374061984981	0.010218288145
AT2G36850.1	7.56658595642e-05	0.0	0.0	7.39644970414e-05	0.000412881915772	0.00033292642326	0.000025221953	0.000047872819	0.000273257612	0.000133291626	1.369118861538	0.010357575758
AT2G35490.1	0.000151331719128	0.0	0.000188774226026	0.000591715976331	0.000471865046597	0.00033292642326	0.000113368648	0.000095536854	0.000465502482	0.000164743538	1.352901887096	0.010935459862
AT3G56150.1	0.000378329297821	7.71128932758e-05	0.000314623710043	0.00110946745562	0.000707797569895	0.00027743868605	0.000256688634	0.000130147117	0.000698234571	0.000196779652	1.350595849999	0.010978841042
AT3G47070.1	0.00158898305085	0.000616903146206	0.000503397936068	0.0	0.000471865046597	0.000721340583731	0.000903094711	0.000222638306	0.000397735210	0.000154440508	-1.340195952505	0.011914726209
AT4G02530.1	0.00113498789346	0.00115669339914	0.00119557009816	0.000591715976331	0.00064881443907	0.000499389634891	0.001162417130	0.000253836993	0.000579973350	0.000180997813	-1.339459886217	0.011932270069
AT5G16715.1	0.0	0.0	0.0	0.000295857988166	0.000176949392474	0.00027743868605	0.000020974914	0.000042953678	0.000250082022	0.000128863307	1.333436903117	0.012112918660
AT1G33590.1	0.000453995157385	0.000308451573103	0.000188774226026	0.000739644970414	0.000884746962369	0.000721340583731	0.000317073652	0.000141167839	0.000781910839	0.000207522450	1.333094732691	0.012126741095
AT1G59870.1	0.00128631961259	0.000154225786552	0.000818021646111	0.00110946745562	0.00153356140144	0.00155365664188	0.000752855682	0.000203824903	0.001398895166	0.000281496467	1.331158121928	0.012183625731
AT1G44575.1	0.00279963680387	0.00293028994448	0.00283161339039	0.00155325443787	0.00235932523298	0.00155365664188	0.002853846713	0.000449187310	0.001822078771	0.000330194681	-1.323828307575	0.012392557150
AT4G03280.1	0.00128631961259	0.00231338679827	0.00182481751825	0.00133136094675	0.00100271322402	0.000832316058151	0.001808174643	0.000328601523	0.001055463410	0.000241115260	-1.321202492387	0.012416799575
AT3G53900.1	0.000529661016949	0.0	0.000377548452051	0.00110946745562	0.00064881443907	0.000499389634891	0.000302403156	0.000138594189	0.000752557177	0.000203786745	1.314775373072	0.012652631579
AT2G01250.1	0.000499394673123	0.000694016039482	0.000383840926252	0.00116863905325	0.000949628406276	0.00109865719676	0.000525750546	0.000173446513	0.001072308219	0.000243130448	1.312020885866	0.012682615630
AT1G74070.1	0.000453995157385	0.000308451573103	0.0	7.39644970414e-05	0.0	0.0	0.000254148910	0.000129655720	0.000024654832	0.000047254416	-1.297235325900	0.013113769272
AT3G22640.1	0.0	0.000694016039482	0.0	0.0	0.0	0.0	0.000231338680	0.000125116733	0.000018495912	0.000039727332	-1.291176400516	0.013227644870
AT3G52150.1	0.000151331719128	0.0	0.000125849484017	0.000295857988166	0.000589831308246	0.00033292642326	0.000092393734	0.000088165373	0.000406205240	0.000155764021	1.286484994178	0.013396278575
AT5G19370.1	7.56658595642e-05	0.0	0.0	0.000295857988166	0.000294915654123	0.00016646321163	0.000025221953	0.000047872819	0.000252412285	0.000129318190	1.282177538812	0.013550345561
AT4G38350.1	0.0	7.71128932758e-05	0.000125849484017	0.000369822485207	0.000530848177421	0.00016646321163	0.000067654126	0.000077567971	0.000355711291	0.000147691380	1.278780055704	0.013717384370
AT3G27925.1	0.000151331719128	7.71128932758e-05	0.000755096904103	0.0	0.0	0.00016646321163	0.000327847172	0.000143021945	0.000055487737	0.000071158306	-1.271636549849	0.013916640085
AT3G08030.1	0.0	0.0	6.29247420086e-05	7.39644970414e-05	0.000294915654123	0.00033292642326	0.000020974914	0.000042953678	0.000233935525	0.000125645627	1.263116779539	0.014476342371
AT1G71695.1	0.000151331719128	0.0	0.000251698968034	0.000147928994083	0.000707797569895	0.000554877372101	0.000134343562	0.000101960405	0.000470201312	0.000165436059	1.256029137337	0.014725252525
AT3G23990.1	0.000809624697337	0.000501233806292	0.000648124842688	0.000739644970414	0.00155125634069	0.00136499833537	0.000652994449	0.000190837490	0.001218633215	0.000260462231	1.253355012252	0.014815311005
AT2G27210.1	0.0	0.0	0.0	0.000295857988166	0.000176949392474	0.00022195094884	0.000020974914	0.000042953678	0.000231586110	0.000125167270	1.252736187862	0.014824029771
sum21	0.00585653753027	0.00315391733498	0.00353007802668	0.00378698224852	0.0020526129527	0.00272999667074	0.004180177631	0.000608768325	0.002856530624	0.000449501132	-1.250765575626	0.015171504519
sum40	0.0	0.0	0.0	0.0	0.000412881915772	0.00027743868605	0.000020974914	0.000042953678	0.000230106867	0.000124864684	1.246180400841	0.015341095162
AT5G02500.1	0.00348819612591	0.00424892041949	0.00390762647873	0.00375	0.00182847705556	0.00235268005771	0.003881581008	0.000571974551	0.002643719038	0.000424709039	-1.241980888204	0.015520467836
sum41	0.0	0.0	0.0	0.0	0.000353898784948	0.00033292642326	0.000020974914	0.000042953678	0.000228941736	0.000124625576	1.241005778307	0.015557894737
ATCG00470.1	0.0018916464891	0.00200493522517	0.00264283916436	0.00118343195266	0.00188746018639	0.00105426700699	0.002179806960	0.000371192051	0.001375053049	0.000278729424	-1.238232527844	0.015634875066
AT3G19820.1	0.00121065375303	0.000462677359655	0.000818021646111	0.000221893491124	0.000530848177421	0.000388414160471	0.000830450920	0.000213631875	0.000380385276	0.000151692642	-1.231961235297	0.016160340245
AT2G31890.1	0.000151331719128	0.0	0.000314623710043	0.00051775147929	0.000412881915772	0.000554877372101	0.000155318476	0.000107712669	0.000495170256	0.000169075232	1.227841887269	0.016419245082
AT3G58140.1	0.000226997578692	0.0	0.000314623710043	0.000295857988166	0.000530848177421	0.000776828320941	0.000180540430	0.000113979666	0.000534511496	0.000174682967	1.226244846095	0.016434662414
sum37	0.000605326876513	0.000308451573103	0.00044047319406	0.000221893491124	0.0	0.00016646321163	0.000451417215	0.000162652070	0.000129452234	0.000100530453	-1.223352435060	0.016448484848
AT5G54160.1	0.000378329297821	0.000616903146206	0.000566322678077	0.0	0.000294915654123	0.00022195094884	0.000520518374	0.000172704830	0.000172288868	0.000111995547	-1.223143819792	0.016448484848
AT4G39710.1	0.000378329297821	7.71128932758e-05	0.000188774226026	0.0	0.0	0.0	0.000214738806	0.000121653074	0.000018495912	0.000039727332	-1.216026765417	0.016705050505
AT1G74310.1	0.0	0.0	0.0	0.000369822485207	0.0	0.000299633780934	0.000020974914	0.000042953678	0.000223152089	0.000123427041	1.215147859413	0.016764699628
AT1G62750.1	0.00325363196126	0.00347008019741	0.00377548452051	0.00584319526627	0.00471865046597	0.00443901897681	0.003499732226	0.000525694437	0.005000288236	0.000712764439	1.211631681024	0.016867623604
AT4G21210.1	0.000378329297821	0.000385564466379	0.000125849484017	0.000147928994083	0.0	0.0	0.000296581083	0.000137556073	0.000049309665	0.000067451013	-1.206160347303	0.017183413078
AT5G63420.1	0.0	0.0	0.000125849484017	0.000369822485207	0.000294915654123	0.00016646321163	0.000041949828	0.000062500453	0.000277067117	0.000134000436	1.196520230666	0.017425305688
AT1G71500.1	0.00121065375303	0.000771128932758	0.00113264535615	0.000665680473373	0.000530848177421	0.000443901897681	0.001038142681	0.000239038109	0.000546810183	0.000176407600	-1.182663552300	0.018017118554
AT3G14290.1	0.0	0.0	0.0	0.000221893491124	0.000294915654123	0.000127621795583	0.000020974914	0.000042953678	0.000214810314	0.000121668320	1.177457460857	0.018239128123
AT5G15090.1	0.000529661016949	0.000385564466379	0.000377548452051	0.0012573964497	0.000589831308246	0.000776828320941	0.000430924645	0.000159564893	0.000874685360	0.000219133914	1.171803833743	0.018528017012
AT1G43670.1	0.000756658595642	0.00107958050586	0.00138434432419	0.000591715976331	0.000589831308246	0.000554877372101	0.001073527809	0.000243276169	0.000578808219	0.000180837950	-1.166477530870	0.018769059011
AT5G17870.1	0.0	0.0	6.29247420086e-05	0.000295857988166	0.000117966261649	0.00022195094884	0.000020974914	0.000042953678	0.000211925066	0.000121050783	1.164298525035	0.018913875598
sum99	0.0	0.0	0.0	0.0	0.000353898784948	0.00027743868605	0.000020974914	0.000042953678	0.000210445824	0.000120732262	1.157527090793	0.019160978203
AT3G62030.1	0.0018916464891	0.00354719309068	0.00289453813239	0.00347633136095	0.00271322401793	0.00565974919543	0.002777792571	0.000440307112	0.003949768191	0.000580328757	1.148279867246	0.020025518341
AT5G38480.1	0.00117282082324	0.00110271437384	0.00104455071734	0.00030325443787	0.000831662144627	0.000699145488847	0.001106695305	0.000247230181	0.000611354024	0.000185267942	-1.145302730096	0.020083572568
AT4G34090.1	0.000226997578692	0.000308451573103	6.29247420086e-05	0.0	0.0	0.0	0.000199457965	0.000118323528	0.000018495912	0.000039727332	-1.144960883911	0.020125571505
AT4G25100.1	0.000529661016949	0.000308451573103	0.000692172162094	0.00103550295858	0.000707797569895	0.00116524248141	0.000510094917	0.000171219759	0.000969514337	0.000230752986	1.142911864811	0.020291972355
AT5G14780.1	7.56658595642e-05	0.0	0.000125849484017	0.000221893491124	0.000117966261649	0.000610365109311	0.000067171781	0.000077332447	0.000316741621	0.000141110229	1.142495799457	0.020313769272
AT2G36580.1	0.000514527845036	0.0	8.18021646111e-05	0.0	0.0	0.0	0.000198776670	0.000118171584	0.000018495912	0.000039727332	-1.141747910969	0.020335140883
AT4G32260.1	0.00151331719128	0.00131091918569	0.00169896803423	0.00103550295858	0.000884746962369	0.000832316058151	0.001507734804	0.000294084535	0.000917521993	0.000224409896	-1.138320445438	0.020501435407
sum115	0.000302663438257	0.000385564466379	0.000943871130128	0.000813609467456	0.00100271322402	0.00122073021862	0.000544033012	0.000176019267	0.001012350970	0.000235935124	1.136819921946	0.020620627326
AT4G37980.1	0.000680992736077	0.000308451573103	0.000692172162094	0.000813609467456	0.00117966261649	0.0011097547442	0.000560538824	0.000178318121	0.001034342276	0.000238581648	1.136492480101	0.020620627326
AT5G59870.1	0.0	0.0	0.000106972061415	0.000295857988166	0.000176949392474	0.000260792364887	0.000035657354	0.000057668257	0.000244533249	0.000127770797	1.126385679378	0.021476023392
AT5G52920.1	0.000226997578692	0.000154225786552	0.00044047319406	0.000591715976331	0.000707797569895	0.000610365109311	0.000273898853	0.000133411293	0.000636626219	0.000188660465	1.126231522638	0.021476023392
AT1G63000.1	0.000151331719128	0.000462677359655	0.000125849484017	0.0	0.0	0.00011097547442	0.000246619521	0.000128183138	0.000036991825	0.000058747930	-1.121417103243	0.021681871345
AT1G43170.1	0.000605326876513	0.000154225786552	0.000125849484017	0.000739644970414	0.000471865046597	0.000776828320941	0.000295134049	0.000137296506	0.000662779446	0.000192131770	1.116010446904	0.022733439660
AT1G77940.1	0.0	0.000177359654534	0.0	0.000406804733728	0.000471865046597	0.0	0.000059119885	0.000073182689	0.000292889927	0.000136892708	1.112791148266	0.022875491760
