Accession,sepal,petal,stamen,carpel,silique,embryo,seed,seed imbibed,pollen,node,internode,cauline leaf,leaf distal,leaf proximal,leaf petiole,senescent leaf,root,flower pedicle,flower,silique septum,silique valves,egg like callus,callus,cell culture early,cell culture late,cotelydons,hypocotyl,root tip,root upper zone,shoot tip
AT1G23180.1,0.9364997860504921,0.8950752713268759,0.8788112187341969,0.9142490372272144,0.9222896487338078,0.9300579608666899,0.9147936359746373,0.9130509199828841,0.8196133348893297,0.9316917571089587,0.955020033453923,0.9874858987824328,0.9749951375111837,0.9835142179172988,0.972023184346676,0.9443458980044346,0.8981833741782393,0.9625082662309877,0.9102734663710274,0.9353133387793208,0.9302407904461819,0.9459213443809079,0.9137433383903216,0.9113743338390321,0.9383319718364648,1.0,0.9439763488543976,0.8770801727156028,0.8699692690706811,0.9960788890185552
AT1G33780.1,0.9010676759896366,0.8825003593317534,0.8714145140544783,0.8851870552117845,0.8947250098585892,0.8977544529496531,0.8038122334956161,0.7351853967575377,0.8546051588983441,0.8769537512392339,0.908984030928329,0.8725828029350955,0.9024939466419987,0.9042408517821011,0.8924768829905246,0.8897865016566114,0.8593335962290436,0.8978244765734124,0.8996377198833921,0.8926537847768642,1.0,0.910255512517644,0.850400056018899,0.9208991033290705,0.9434135410946534,0.9323608649023171,0.899626663521746,0.8675263602088915,0.8458632622900673,0.9094225999402955
AT3G19780.1,0.9546795830450213,0.951010022097721,0.9378496015713934,0.9464386955648312,0.9067342246824847,0.9883306176201423,0.8425615499654024,0.8755250998861632,0.9776879980357581,0.9067744023570903,0.8794267985089618,0.8830204682931184,0.7954465302113792,0.803357067922591,0.8845695408584631,0.8818776366598959,0.9682283877592018,0.9235508135979107,0.9556929532822929,0.9283632061784335,0.8667485100779001,0.9595321533001495,0.9806120399098234,0.9779245998973236,0.9420548648467667,0.861395950983237,0.973098814758599,1.0,0.9716434901006673,0.907484207941787
AT3G29240.1,0.837319730461616,0.8117597665680039,0.6572999979007914,0.858979364779478,0.8874992127967756,0.0,0.905968050045133,0.0,0.0,0.0,0.774036988055503,0.8361231815605517,0.9131347481999287,0.8695215903604341,0.8800554191069967,0.7048974536599701,0.7551357138358838,0.8771375191552784,0.8430547683523312,0.7271826521401431,0.0,0.8121460209501018,0.8434326259000358,0.725834960219997,0.9810231542708399,1.0,0.8435879673363142,0.7728446375716356,0.6859080126792199,0.9589940592396666
AT5G52960.1,0.8634607940834933,0.8766502227749273,0.852070859721799,0.7827923869448127,0.8716388163692216,0.8017756108809698,0.7473007585053902,0.8309422432323365,0.0,0.8144503100730504,0.8593429580886652,0.9735964356011628,1.0,0.9817250438549534,0.95858280556402,0.8367278028050699,0.9136654505324361,0.9465216639351688,0.8295504146660846,0.8594623753325152,0.868756331172842,0.7884173509137478,0.8198323217182907,0.773140179372936,0.6886298312510809,0.9516771946006934,0.919607487872973,0.0,0.6682053647167341,0.9578827734448992
AT1G32160.1,0.9935795737213011,0.9133888804014432,0.8818312512975999,0.8534348692998641,0.9116182686394102,0.8257279290501766,0.8871470038663579,0.8269697076531952,0.7688920749454519,0.8999565181624811,0.9156922426051496,0.9546182803912582,1.0,0.9955460496163022,0.971215807018987,0.9288464777752969,0.7780898546296405,0.9538779139686383,0.8939826621069497,0.9136239173610051,0.9255402912107928,0.8849572428597731,0.7855170225517963,0.7691976229928823,0.8709764610485,0.9952091633075968,0.9117122834232351,0.7709995730161902,0.8566587929285214,0.9717916475699138
AT1G48450.1,0.0,0.7902970473141232,0.0,0.741706688011384,1.0,0.7636472785485592,0.0,0.0,0.0,0.8037442191390964,0.0,0.0,0.8260939167556031,0.0,0.8447749911063678,0.8122331910352187,0.6021700462468873,0.7908217716115261,0.8554873710423336,0.0,0.0,0.0,0.0,0.8677161152614729,0.0,0.9051938811810745,0.8418712202063322,0.8392298114549982,0.0,0.9254002134471719
AT1G63610.1,0.9660705695501783,0.8948099844994388,0.842119529943572,0.9282583630491056,0.9548422073410047,0.9099822087154388,0.8296579950062231,0.8452769102723671,0.7383764880156991,0.9243374082756198,0.9532310652627078,0.9587058940311386,0.9771538526148608,0.9545558669242459,0.9684185609676016,0.8952910363995938,0.8624344280445623,0.9785664653375381,0.897723021005933,0.9011247451570291,0.9338973603231449,0.8634499820560005,0.751918480792285,0.9569954872750319,0.982674495849973,1.0,0.9383528172079137,0.866515733451433,0.8438261188274552,0.9871299527347419
AT2G14910.1,0.8451317071342925,0.0,0.0,0.848607051858513,0.0,0.0,0.0,0.0,0.0,0.8975382194244604,0.0,0.9009760941247003,0.0,0.867646507793765,0.876058528177458,0.9023718525179855,0.0,0.8249681504796162,0.8684286945443644,0.0,0.8101721747601918,0.0,0.0,1.0,0.8735293015587531,0.8800350344724222,0.0,0.9232145533573141,0.8916601094124699,0.8666160821342926
AT3G17800.1,1.0,0.890864621614909,0.8555750603033481,0.7424826035891542,0.8514201280577902,0.8562486055508548,0.0,0.9047101861089711,0.8698584292082897,0.7509987413123187,0.8357938783156317,0.9239651608720727,0.7674290356936885,0.9061162118131417,0.7055681143679831,0.8921190996383904,0.7875259420161735,0.8430471186997208,0.8801342038905657,0.8560675902655873,0.9816837789256112,0.7511166117306325,0.7038421546712468,0.9493957036232525,0.8435691162665387,0.8934283032132317,0.8757687887551621,0.7479762070141318,0.7949475687121395,0.8649625971904744
AT4G33630.1,0.9676952708110992,0.8864561099252934,0.9047033417822838,0.9200615328175027,0.9505486259338313,0.9090223118996797,0.7607432297225186,0.8004810899146211,0.9133537886872998,0.8929262273212379,0.9251434098185699,0.944374499733191,0.9773712646744931,0.9523162353255068,0.9766292022411953,0.8866270344183564,0.9214122532017075,0.923776013874066,0.9128243396478122,0.8794940635005335,0.8654282283884738,0.9716098585912486,0.9032067102454643,0.9804854255602988,0.9676619196905016,0.9906908684631803,0.9314509405016008,0.9296124599786553,0.9466215314834578,1.0
