"","Comp.1","Comp.2"
"wt_rep1",-0.35732756618398,0.566966661062105
"wt_rep2",-0.354135725875946,0.215837017467568
"wt_rep3",-0.416068900713966,-0.30138224667541
"cgep_rep1",-0.374569014575804,0.0467231021334977
"cgep_rep2",-0.411339622078831,0.373703520069063
"cgep_rep3",-0.51409078633037,-0.631897586115575
