"","Comp.1","Comp.2"
"wt-1",-0.39787990554096,-0.404318113663901
"wt-2",-0.396984945266837,-0.426629156338838
"wt-3",-0.325535714544365,-0.488350855770189
"mut-1",-0.396022641795788,0.307437494693134
"mut-2",-0.399430425685071,0.32344686154861
"mut-3",-0.511607696166136,0.465716847670947
