"","Comp.1","Comp.2"
"wt-rep1",-0.437332243691886,0.700929295307742
"wt-rep2",-0.389801344865687,-0.0878142178002135
"wt-rep3",-0.412583389658317,-0.475834777262474
"p1xp2-rep1",-0.412394767759555,0.344959755611893
"p1xp2-rep2",-0.401762227205324,-0.227167000293061
"p1xp2-rep3",-0.393812182470193,-0.32243754723223
