"","Comp.1","Comp.2"
"wt-1",-0.399747532962171,-0.29314977010062
"wt-2",-0.41892898035408,-0.317965973498926
"wt-3",-0.41964974462168,-0.568512850862633
"mut-1",-0.428277691046604,0.417701687132777
"mut-2",-0.390716456907363,0.386430471579332
"mut-3",-0.390529615781767,0.407370570356136
