Name,STN,pVal
AT3G48890.1,0.419,0.1894
AT3G09260.1,-0.4174,0.1902
AT1G17650.1,-0.4165,0.1904
AT5G27470.1,0.4154,0.1905
AT5G08540.1,-0.4154,0.1911
AT3G63190.1,0.4137,0.1914
AT3G52150.1,-0.4134,0.1917
sum124,0.4128,0.1919
AT2G43910.1,0.4121,0.1921
AT5G40370.1,0.4116,0.1924
AT4G31180.1,0.4116,0.1924
AT2G04780.1,0.4116,0.1924
AT5G58140.1,-0.4116,0.1932
AT1G09340.1,-0.4101,0.1935
AT1G15140.1,0.4089,0.1937
sum78,0.4069,0.1943
AT4G34450.1,0.405,0.1947
AT4G26300.1,-0.4046,0.1949
AT4G13170.1,0.4023,0.1953
AT1G16080.1,0.4022,0.1954
AT5G58330.1,0.4022,0.1954
AT1G27970.1,0.402,0.1954
AT1G20950.1,0.4014,0.1965
AT4G12060.1,-0.4013,0.1965
AT4G24770.1,-0.4009,0.1966
AT5G20290.1,-0.4008,0.1967
AT1G66200.1,0.3981,0.1972
sum220,0.3969,0.1974
AT5G22580.1,0.395,0.1979
AT3G13460.1,0.395,0.1979
AT3G27160.1,0.395,0.1979
AT5G20080.1,-0.395,0.2002
AT5G24300.1,-0.395,0.2002
AT3G11930.1,-0.395,0.2002
AT5G42950.1,-0.395,0.2002
AT3G26450.1,0.3947,0.2002
AT1G17290.1,0.3941,0.2004
AT1G10370.1,-0.3941,0.2014
AT2G04039.1,-0.3941,0.2014
AT3G60750.1,0.3932,0.2015
AT1G66970.1,0.3923,0.2017
ATCG00360.1,0.3914,0.2021
AT1G21680.1,0.3914,0.2021
AT5G57655.2,0.3914,0.2021
AT3G42170.1,0.3914,0.2021
AT4G14070.1,0.3914,0.2021
AT4G03080.1,0.3914,0.2021
AT5G03290.1,-0.3914,0.2113
AT1G14250.1,-0.3914,0.2113
AT2G29360.1,-0.3914,0.2113
sum104,-0.3914,0.2113
AT2G39970.1,-0.3914,0.2113
ATMG00510.1,-0.3914,0.2113
AT3G21865.1,-0.3914,0.2113
sum37,0.3901,0.2117
AT2G27720.1,-0.3901,0.2117
AT5G45680.1,0.3897,0.2118
AT1G14345.1,0.3897,0.2118
sum64,0.3896,0.2126
AT1G70890.1,-0.3897,0.2126
AT3G61220.1,-0.3897,0.2126
AT3G49470.1,-0.3897,0.2126
AT2G10940.1,-0.3897,0.2126
AT3G11730.1,0.3893,0.2127
AT2G21530.1,0.3884,0.213
AT3G63540.1,-0.3884,0.2131
AT1G32470.1,0.3881,0.2131
ATCG00730.1,0.388,0.2131
AT4G22890.1,0.3877,0.2134
AT1G29150.1,0.3867,0.2136
AT1G75950.1,0.3867,0.2136
AT2G35830.1,0.3867,0.2136
AT2G14170.1,0.3867,0.2136
AT3G09810.1,0.3867,0.2136
AT1G19130.1,0.3867,0.2136
AT2G35840.1,0.3867,0.2136
AT3G18860.1,0.3867,0.2136
sum71,0.3867,0.2136
AT2G39900.1,0.3867,0.2136
AT1G23130.1,0.3867,0.2136
AT3G51240.1,0.3867,0.2136
